# Polysun weather profile generated by hostrada4py from HOSTRADA data
# Columns: Global radiation [Wh/m2], Diffuse radiation [Wh/m2], Long-wave irradiation [Wh/m2], Ambient temperature [degC], Wind speed [m/s], Relative humidity [%]
# Location: HOSTRADA, lat=52.521918, lon=13.413215
Gh,Dh,Lh,Tamb,Vwnd,Hrel
0,0,221.405,13.7,3,86.2
0,0,220.721,13.3,2,89.9
0,0,220.784,13.1,1.7,93
0,0,219.68,12.8,1.6,94.2
0,0,217.811,12.4,1.4,94.6
2,2,215.921,12,1.5,94.9
29.4,29.0471,215.954,12,1.8,95
96.7,94.6246,216.817,12.3,1.7,93.1
162.6,156.619,216.77,12.6,2.2,88.6
233.5,217.049,218.984,13.5,3.3,82.4
373.2,271.18,219.143,14.2,3.1,74.1
378.7,281.291,218.571,15.1,3.9,63.1
312.1,266.206,215.296,14.9,3.6,58.6
213.2,202.545,214.844,14.7,3.3,59.6
166.6,159.556,214.689,14.7,3.1,59.3
157.9,136.045,212.78,14.5,3.3,57.5
115.4,63.9672,211.39,14.4,2.7,55.8
25.2,25.2,210.755,14.1,2.4,57.3
0,0,212.178,13.9,1.7,62
0,0,213.286,13.9,2.3,64.3
0,0,211.41,13.7,2.6,62.4
0,0,207.354,12.8,2.1,62.9
0,0,201.667,10.8,1.9,71.4
0,0,198.737,9.3,1.5,82.2
0,0,197.05,8.7,0.1,85.4
0,0,194.692,8.1,1,86.6
0,0,194.302,7.8,1.3,89.7
0,0,192.277,7.2,1.3,92
0,0,191.218,6.9,0.9,93
2,2,193.205,7.3,1.2,93.6
57,55.1771,195.313,7.9,1.6,91.5
197,138.976,204.926,10.3,2.3,86.6
342,160.208,212.232,12.4,2.1,78.9
461.3,156.361,217.499,14.2,2.4,70.3
546,143.871,218.322,15.1,2,62.6
534.8,176.26,218.499,15.9,2.2,55.5
438.8,236.755,216.652,15.9,2.3,52.3
324.6,240.166,218.493,16.4,2.7,51.3
303.6,181.358,219.84,16.6,3.7,51.9
254.8,93.3325,219.408,16.5,2.7,52
137.3,38.1209,216.047,15.8,2.1,52.1
35.6,35.6,215.345,15.3,2.6,55.1
0,0,210.757,13.8,2.8,60.1
0,0,211.708,13.4,3.2,66.1
0,0,213.806,13.5,3,69.7
0,0,213.633,13.2,2.9,72.7
0,0,212.473,12.7,2.8,75.8
0,0,209.635,11.8,2.2,79.7
0,0,210.745,11.8,2.7,82.7
0,0,208.497,11.2,2.6,84.5
0,0,209.353,11.4,2.9,84.2
0,0,207.414,11.1,2.9,82.8
0,0,204.631,10.5,3,83
1,1,202.78,10.1,2.8,83.1
55.3,53.5433,203.846,10.5,3.5,80.8
197.7,135.993,206.471,11.5,4.7,75.2
345,152.85,210.682,13,5.2,68.1
466.5,146.055,215.407,14.7,6.3,60.7
554.6,131.443,214.223,15,6.7,55.7
593.4,120.912,216.055,16,7.3,50.5
573.8,114.984,215.744,16.8,7,44.1
542.2,91.0424,215.497,17,7.7,42.4
455.5,75.1575,217.469,17.2,7.3,43.8
321.9,53.1135,214.797,16.9,6.9,42.1
176.5,29.1225,212.923,16.6,6.2,41.5
36.6,36.6,210.544,15.5,5.3,45.6
0,0,209.686,14.5,4.2,51.9
0,0,210.597,14.1,4.8,57
0,0,209.6,13.6,4.8,59.7
0,0,209.439,13.4,5.1,61.3
0,0,208.777,13.2,5.8,61.9
0,0,206.315,12.6,5.7,62.7
0,0,204.474,12.1,6.2,63.8
0,0,202.213,11.5,5.7,65
0,0,200.686,10.9,5.4,67.9
0,0,199.489,10.4,5.5,70.6
0,0,198.245,10,4.7,72.1
1,1,196.838,9.6,5.3,73.2
51,49.6339,197.746,9.9,5.5,72
187,135.778,199.845,10.7,5.7,68.1
321.7,167.177,203.779,12.1,5.7,62.3
418.4,185.9,205.839,13.4,7.1,54.3
452.8,218.878,204.633,13.8,7.4,48.9
458.7,233.376,205.569,14.4,7,45.9
495.8,176.508,209.444,16.1,7.6,40
284.7,234.093,203.665,15.1,7.2,38.5
131.3,128.37,205.355,14.9,6.4,42.1
108.2,103.965,207.514,15.2,6.9,43.2
81,63.145,207.523,15.1,5.5,43.9
13.7,13.7,207.034,14.7,4,46
0,0,207.295,14.5,4.3,47.9
0,0,208.151,14.5,5.2,49.3
0,0,208.093,14.2,5.3,51.6
0,0,208.412,13.9,5.5,54.7
0,0,208.429,13.7,5.5,56.5
0,0,207.177,13.1,4.9,59.6
0,0,208.242,13.2,5.1,60.8
0,0,207.992,13.4,4.5,58.4
0,0,206.168,13.1,4.8,57.6
0,0,204.479,12.6,4.9,58.9
0,0,203.632,12.2,4.3,61
0,0,202.148,11.8,5.2,61.8
14.5,14.4036,201.546,11.6,5.3,62.5
62.9,61.9977,200.332,11.2,6.1,63.9
87.8,86.5704,198.878,10.6,6.3,66.9
132.1,129.836,200.333,10.6,6.7,70.4
138.5,136.269,203.862,11.5,6.3,68.8
270.9,248.213,209.445,13.2,6.2,63.3
279.5,248.492,213.048,14.7,7.5,56.2
217.1,203.15,211.533,14.9,5.8,51.8
262.3,185.285,214.41,15.8,6.2,49.4
143.9,124.679,213.947,15.9,5.9,47.9
106.2,46.4027,214.035,15.8,4,48.8
18.7,18.7,214.113,15.7,4.9,49.7
0,0,213.938,15.6,4.9,50.2
0,0,212.678,15.3,5,50.5
0,0,211.004,14.9,5.5,50.9
0,0,209.154,14.4,5,51.8
0,0,208.834,14.2,4.1,52.9
0,0,207.807,13.9,4.8,53.6
0,0,204.662,13,4.2,55.6
0,0,206.697,13.3,4.3,56.8
0,0,201.657,12.1,4,57.9
0,0,201.772,11.8,3.7,61
0,0,202.893,11.9,3.4,62.4
0,0,202.8,11.9,3.7,62.2
36.1,35.4837,200.342,11.3,3.9,62.9
125.7,116.981,201.766,11.5,3.9,64
266.3,187.836,206.975,12.8,4.9,62.1
424.9,169.613,210.555,13.8,4.8,59.7
511.4,154.033,217.526,15.4,5.1,58.2
553,136.746,222.911,16.7,4.8,56.3
543.5,121.573,227.9,17.9,4.2,54.5
509,92.0851,231.447,18.8,5.1,52.8
418.5,70.8941,232.674,19.2,4.9,51.5
292.8,48.312,233.574,19.4,4.5,51.3
144,23.76,228.264,18.2,4,52.6
21.3,21.3,221.745,16.5,3.2,56
0,0,218.414,15.2,2.1,61.8
0,0,215.089,13.9,2.8,68.2
0,0,215.098,13.5,2.7,72.7
0,0,214.463,13.2,2.8,74.7
0,0,215.588,13.6,3.2,72.7
0,0,212.995,13.6,3.2,66.8
0,0,207.589,12.8,3.6,63.4
0,0,204.036,11.9,2.4,64.9
0,0,202.587,11.3,2.6,68
0,0,201.121,10.7,2.5,71.2
0,0,200.602,10.4,2.1,73.4
0,0,200.558,10.2,1.7,75.7
44.9,43.8064,199.949,9.9,2.6,77.8
170.6,130.379,202.967,10.7,2.9,75.9
308.9,163.3,208.984,12.6,3.4,68.6
428.6,160.739,217.128,15.2,3.5,59.3
513.1,146.842,222.067,17.1,3.5,51.5
550.5,133.47,224.637,18.3,4.1,46.3
541.7,117.796,225.899,19,3.8,43.2
508,89.2752,225.104,19.1,3.4,41.5
417.8,69.3872,224.635,19.1,3.4,40.9
289.9,47.8335,222.733,18.7,3.8,41
141,23.265,217.382,17.3,4.1,43
20.3,20.3,212.761,15.6,3,48.3
0,0,209.005,13.7,2.4,57.6
0,0,212.208,13.4,3.4,67.2
0,0,216.547,13.9,3.2,71.5
0,0,213.728,13.1,2.7,74.1
0,0,211.846,12.4,2.4,77.9
0,0,209.786,11.7,2.7,81.4
0,0,209.282,11.4,2.1,84
0,0,206.762,10.7,1.5,86.4
0,0,207.507,10.7,2.7,88.6
0,0,205.45,10.2,2.7,89.6
0,0,203.845,9.8,1.6,90.5
0,0,200.526,9,1.2,91.9
41,40.125,201.243,9.1,1.8,92.7
168.4,128.245,207.821,10.6,2.2,91
309.4,158.434,214.903,12.6,2.2,83.4
429.7,154.212,222.319,15,2.7,72.2
513.6,140.832,222.995,16,2.8,63
478.9,194.263,226.149,17.3,3.8,56.7
321.4,254.416,223.338,16.9,4.3,55.3
432.7,139.961,220.816,16.1,3.6,57.9
398.8,70.6699,225.435,17.4,4,54.6
276.9,45.8147,222.232,17.4,3.4,49.4
140.9,23.2485,215.988,15.8,2.6,52
21.1,21.1,216.324,15.1,2.6,58.7
0,0,212.163,13.4,1.9,67.1
0,0,212.952,13,2.7,73.4
0,0,212.067,12.6,2.5,76
0,0,210.931,12.1,2.4,79.3
0,0,205.861,10.7,1.9,83.8
0,0,204.514,10.1,1.7,88.2
0,0,203.78,9.8,1.6,90.3
0,0,203.179,9.7,2.4,89.9
0,0,201.17,9.3,2.9,89.5
0,0,198.966,8.8,2.5,89.9
0,0,196.686,8.3,3.2,90
0,0,194.216,7.7,3.7,90.9
40,39.1284,193.213,7.4,2.6,92.1
159.8,126.119,196.78,8.3,2.6,90.3
299.4,161.244,203.581,10.3,2.8,82.7
424.9,153.284,208.451,12.3,3.7,70.7
487.6,159.639,209.571,13.5,4.7,60.6
457.8,207.443,204.741,13.2,4.6,54
360.4,246.684,204.41,13.5,4.4,50.9
230.3,207.621,202.203,12.7,4.8,53.6
175.8,160.997,202.852,12.6,4.5,55.7
116.2,106.614,201.77,12.4,3.9,55.4
80.7,41.7862,202.664,12.2,3.4,59
14,14,200.421,11,2.9,66.2
0,0,203.203,11,3,72.9
0,0,205.873,11.3,3.4,76.1
0,0,202.256,10.2,2.6,80.3
0,0,203.196,10.1,2.4,84.3
0,0,199.726,9.2,1.9,86.5
0,0,197.639,8.5,1.9,90.1
0,0,197.54,8.2,1.7,94.3
0,0,194.839,7.6,1.1,94.5
0,0,194.159,7.4,1,95.3
0,0,199.517,8.6,2.5,94.7
0,0,199.336,8.6,2.7,94.1
0,0,195.874,7.8,2.1,94.9
22.9,22.6153,197.689,8.2,2.2,94.8
126.1,114.522,203.786,9.6,2.3,93.3
246,180.846,205.296,10.3,3.4,87.7
235.8,211.515,203.876,10.4,2.6,82.2
148.1,145.431,205.52,10.9,2.5,80.2
156.2,153.325,206.733,11.4,3,77.1
119.6,117.84,207.141,11.8,2.8,73.3
143.8,140.893,206.714,11.9,2.7,71.1
123.9,120.909,206.426,12.2,2,67.1
56,55.1598,203.612,11.8,2.3,65
52.8,44.9249,204.46,11.7,2.2,68
7.3,7.3,204.229,11.4,2,70.8
0,0,205.124,11.4,2.1,73
0,0,202.092,10.4,1.4,77.3
0,0,196.392,8.6,1,84.8
0,0,193.153,7.4,1.2,91.9
0,0,191.32,6.8,1.1,94.9
0,0,189.357,6.3,0.9,95.9
0,0,188.241,6,0.6,96.7
0,0,185.193,5.3,0.7,96.9
0,0,185.221,5.3,0.7,97
0,0,184.753,5.2,0.7,96.9
0,0,183.713,5,0.9,96.3
0,0,183.685,5,0.7,96.2
34.3,33.6366,183.74,5,0.9,96.4
160.4,121.84,194.839,7.6,0.8,94.5
306.3,146.706,207.362,11,0.9,84
430.2,137.039,210.986,13.1,2.2,67.7
513.2,124.966,212.034,14.4,2,57
485,170.558,209.195,14.3,1.8,52.7
380.4,230.107,209.75,14.8,1.3,49.6
326.3,206.714,212.732,15.7,1.6,47.5
242.8,168.133,207.603,14.5,1.9,48.4
186,95.0878,212.557,15.2,1.8,51.1
95.5,16.942,210.457,14.4,1.9,54.1
10.4,10.4,204.195,12.3,1.5,61.2
0,0,201.097,10.6,0.5,72.3
0,0,198.355,9.3,0.7,81.1
0,0,198.434,9,0.6,85.4
0,0,196.45,8.4,0.8,87.8
0,0,194.697,7.9,0.6,89.5
0,0,193.275,7.5,0.6,90.8
0,0,193.851,7.6,1.1,91.2
0,0,190.804,6.9,0.6,91.6
0,0,188.828,6.4,0.8,92.5
0,0,187.638,6.1,0.9,93
0,0,184.306,5.3,0.6,93.7
0,0,182.809,4.9,1,94.6
33,32.3611,183.765,5.1,0.8,94.9
160.3,119.473,191.944,7.1,1,92.4
310.4,138.231,205.469,10.4,0.8,86.8
436.9,125.144,215.153,13.4,1,74
445.6,182.21,214.505,14.3,2.3,62.8
380.2,244.715,212.548,14.3,2.5,58.9
392.2,218.266,214.715,15,2.8,56.6
437.8,109.795,213.947,15,2.3,55.2
365.9,70.1088,216.165,15.8,3,52.3
251.1,41.524,214.481,15.7,2.5,50.3
112.7,18.5955,211.045,14.5,2.2,54.3
12.7,12.7,206.402,12.5,2.3,63.9
0,0,202.74,10.8,2.4,74.1
0,0,202.648,10.4,2.7,78.8
0,0,201.104,9.9,2.9,81
0,0,201.889,9.8,2.1,84.6
0,0,204.785,10.4,2.8,84.8
0,0,203.51,10.3,3.6,82.5
0,0,202.761,10.3,4,80.4
0,0,200.783,9.9,3.6,80.1
0,0,198.571,9.4,3.9,80.4
0,0,197.648,9.3,4.2,79.1
0,0,196.669,9.3,5.2,76.4
0,0,196.078,9.4,5.6,73.6
9.4,9.34597,194.501,9.3,5.6,70.7
36.7,36.3485,194.488,9.6,6.2,67.3
58.7,58.0957,194.691,9.7,5.9,66.7
51.5,51.1275,191.395,8.2,5.1,75.6
66.7,66.143,197.011,8.8,5.5,83.9
64.9,64.3892,201.317,9.9,4.7,81.6
65.6,65.0537,203.169,10,4.5,85.6
67.4,66.7421,209.11,10.8,3.6,92
56.3,55.7128,210.985,11.1,3.7,93.3
56.4,55.4798,216.482,12.1,4.1,95.1
55.8,35.5208,218.671,12.5,4.1,95.7
4.7,4.7,220.082,12.9,4.4,93.9
0,0,215.412,12.2,4.2,90.4
0,0,212.836,11.9,4.7,87.2
0,0,208.38,11.5,5.5,80.2
0,0,204.069,11.1,5.4,73.9
0,0,199.912,9.9,4.9,77.7
0,0,204.062,10.5,5.9,81.4
0,0,203.587,10.6,5.8,78.8
0,0,202.916,10.6,6.7,77
0,0,202.765,10.6,6.5,76.6
0,0,202.71,10.5,6.2,77.7
0,0,202.435,10.3,5.6,79.5
0,0,202.725,10.3,5.9,80.3
22.4,22.0796,203.918,10.6,5.6,79.7
110,102.23,206.2,11.2,5.9,78.2
208.7,171.569,209.737,12.2,7.4,75
193,182.564,211.728,13,8,70.5
147.4,144.653,212.737,13.5,7.5,67.3
172.9,169.039,211.891,13.4,8,66.5
180.9,175.677,213.643,13.8,6.9,66.1
188,177.563,211.426,13,6.4,69.8
233,159.457,215.708,13.8,4.7,70.7
149,100.674,214.406,13.9,5.8,66.7
73.4,15.1444,211.982,13.4,5.7,66.7
6,6,211.999,13.2,5.2,68.9
0,0,211.469,13,5.9,69.9
0,0,210.393,12.6,5.6,71.9
0,0,210.371,12.2,5.7,76.6
0,0,210.975,12,6.6,80.7
0,0,211.412,11.9,6.2,83.2
0,0,210.057,11.3,6.1,87.6
0,0,210.817,11.2,5.6,91.3
0,0,212.011,11.5,5.7,90.5
0,0,212.871,11.9,6.6,87.3
0,0,211.934,12,6.7,83.3
0,0,210.452,11.8,7.4,81.9
0,0,210.515,11.7,7.2,83.4
23.1,22.7434,209.495,11.4,7.7,84.6
80.1,78.2023,210.695,11.7,8.1,83.9
101.8,99.9351,209.119,11.3,7.3,84.9
112.5,110.684,211.721,12.1,7.1,81.4
122.8,120.874,213.313,13.1,7.5,73.1
163.2,159.871,214.646,13.8,7.6,68.3
228.8,211.633,217.825,14.8,7.4,64.6
300.8,200.41,220.973,15.8,7.6,61
274.7,129.888,221.638,16.2,5.9,58.5
188.7,66.5644,221.093,16.2,5.8,57.5
94,15.51,215.894,14.8,4.9,60.7
6,6,211.95,13.3,3.8,67.7
0,0,208.338,11.9,3.3,75.1
0,0,209.341,11.7,3.4,80.2
0,0,209.365,11.3,3.3,85.6
0,0,209.6,11.1,3.3,89.1
0,0,208.902,10.9,3.1,89.9
0,0,208.436,10.6,3.1,92.9
0,0,206.759,10.1,2.9,95.2
0,0,208.666,10.4,3.4,96.7
0,0,212.286,11.1,3.2,97.4
0,0,212.807,11.2,2.7,97.5
0,0,212.776,11.2,2.8,97.4
0,0,212.744,11.2,2.2,97.3
6.5,6.47039,213.454,11.3,1.8,98
28.8,28.5708,215.49,11.7,1.8,98.2
108.1,105.966,217.722,12.2,1.8,97.4
110.7,108.922,221.357,13.1,2,94.7
132.1,129.849,223.705,13.8,1.9,91.2
174.9,170.681,225.211,14.2,2.4,89.7
104.6,103.165,225.909,14.4,2.6,88.8
102.9,101.306,227.434,14.9,2.4,86
84.1,82.721,226.94,14.9,2.4,84.7
63.5,62.2267,228.843,15.3,1.5,84.3
29.6,27.2921,227.644,15,1.7,85.2
0.3,0.3,227.298,14.6,1.7,89.8
0,0,227.72,14.4,1.8,93.9
0,0,228.685,14.5,2,95.2
0,0,228.339,14.4,1.8,95.7
0,0,229.546,14.6,1.7,96.2
0,0,229.298,14.5,1.8,97
0,0,229.501,14.5,2.2,97.6
0,0,229.953,14.6,2,97.4
0,0,229.886,14.6,2.2,97.2
0,0,229.919,14.6,2.1,97.3
0,0,229.433,14.5,2.3,97.4
0,0,229.987,14.6,2.2,97.5
0,0,229.987,14.6,2.4,97.5
5.3,5.2793,230.088,14.6,2.2,97.8
27.3,27.0899,231.789,14.9,2.1,98.2
73.3,72.307,233.433,15.2,3,98.4
117.1,115.089,231.837,15,3.4,96.8
139.9,137.35,232.639,15.4,2.9,93.1
180.5,175.588,233.274,15.8,3.1,89.1
123.7,121.67,232.211,15.8,3.2,86.3
85.4,84.2876,231.265,15.7,2.6,85.2
77.4,76.2113,230.38,15.5,2.2,85.6
66.6,65.0518,227.298,14.6,2.7,89.8
35.7,29.9256,229.341,14.7,1.6,94.1
1,1,227.272,14.2,3,95.6
0,0,227.475,14.2,1.7,96.2
0,0,226.892,14.1,2.5,96
0,0,225.73,13.9,2.6,95.6
0,0,222.835,13.3,2,96.1
0,0,225.619,13.8,2.1,96.8
0,0,226.199,13.9,1.7,97
0,0,226.299,13.9,2.2,97.3
0,0,226.78,14,2.8,97.2
0,0,227.195,14.1,2.9,96.9
0,0,226.445,14,3,96.2
0,0,221.559,13.2,3.7,93.8
0,0,218.545,12.6,2.4,93.8
23.4,22.9745,216.946,12.2,2.9,95
107.5,97.9801,219.178,12.7,3.2,94.2
188.2,160.367,220.428,13.2,3.4,90.5
232.5,200.899,220.738,13.7,4.3,84.4
221.2,205.843,221.185,14.4,4.1,76.6
236.3,217.415,217.852,14.5,4.5,67.8
120.4,118.455,219.35,15.4,4.6,61.7
107.3,105.52,215.993,15,4.9,59
102.2,100.034,214.503,14.2,4.5,63.8
73.4,70.8558,217.619,14.1,3.7,71.7
40.4,40.4,217.948,13.9,4,74.8
0,0,217.867,13.8,3.3,75.8
0,0,218.194,13.8,3.6,76.6
0,0,219.217,13.9,4,77.9
0,0,220.077,14,4.1,78.8
0,0,219.974,13.9,4.6,79.8
0,0,220.366,13.9,5,80.8
0,0,219.599,13.7,5.3,81.4
0,0,219.671,13.8,5.5,80.3
0,0,217.492,13.2,5.6,82.4
0,0,219.326,13.3,5.3,86
0,0,218.155,12.9,5.1,88.3
0,0,219.597,13,5.2,91
0,0,220.203,13.1,5,91.3
19,18.7033,218.494,12.8,5.1,90.7
109.3,98.0571,218.113,12.8,5.2,89.6
151.6,141.541,219.753,13.4,6.5,85.8
109.6,107.798,220.253,13.8,5.8,81.8
80.8,79.9314,218.602,13.5,6.7,81.4
104.3,102.897,221.486,14.1,6.4,81.1
99.4,98.0593,221.556,14.2,6.8,80
76.5,75.583,223.464,14.5,5.7,81
58.5,57.796,225.026,14.8,5.5,81.1
54.4,53.3833,224.438,14.7,4.8,80.9
26,26,225.105,14.8,4.7,81.3
0,0,224.403,14.6,5.3,82.1
0,0,224.235,14.4,4.8,84.3
0,0,224.689,14.4,5,85.5
0,0,224.726,14.4,4.6,85.6
0,0,225.009,14.5,4.5,85
0,0,226.159,14.8,4.9,84
0,0,226.127,14.9,5.5,82.6
0,0,224.754,14.7,5.5,81.7
0,0,224.867,14.8,5.5,80.7
0,0,223.879,14.7,5.8,79.5
0,0,222.868,14.5,6.3,79.5
0,0,223.147,14.5,5.9,80.2
0,0,223.037,14.4,6.5,81.2
12.6,12.4615,222.262,14.2,6.2,81.8
74.6,72.6771,222.378,14.2,6.4,82.1
88.3,86.7975,222.182,14.1,5.5,82.9
115,112.993,224.403,14.6,5.7,82.1
143.9,141.116,226.012,15.2,5.6,78.5
180.1,174.708,227.468,15.8,6.9,74.7
234.8,210.26,228.693,16.3,6.1,71.7
282.1,187.15,228.605,16.5,6.3,69.3
244.4,124.246,228.112,16.6,6.2,67.2
136.9,78.6611,224.967,16,6.1,67
46.3,46.3,223.659,15.6,4,68.5
0,0,223.249,15.3,3.4,70.9
0,0,223.74,15.3,4,72
0,0,221.747,15.1,3.7,69.8
0,0,218.39,14.3,3.3,71.2
0,0,215.401,13.4,3.4,74.6
0,0,217.702,13.8,3.4,75.4
0,0,218.486,14,3.9,74.9
0,0,217.578,13.8,3.5,75.1
0,0,216.919,13.6,4.7,75.9
0,0,214.912,13.2,6.1,75.8
0,0,214.744,13.1,4.9,76.6
0,0,213.832,12.8,5.4,78
0,0,213.461,12.7,5.5,78.3
6.3,6.26311,212.582,12.6,4.7,77.3
41.4,40.8743,213.159,12.8,4.6,76.3
90.7,89.0917,214.624,13.1,5.8,76.3
94.5,93.1287,216.379,13.4,5.1,77
107.4,105.832,215.935,13,5.3,80.9
72.8,72.1019,217.222,12.6,3.9,89.9
74.7,73.925,221.689,13.1,4.3,95.7
91,89.6661,222.736,13.3,4.2,95.8
76.7,75.4441,222.943,13.4,4,94.9
54,52.9302,223.316,13.5,3.5,94.5
21.1,21.1,224.195,13.6,3.2,95.6
0,0,224.874,13.7,3.2,96.1
0,0,224.605,13.7,3.3,95.3
0,0,224.402,13.7,2.4,94.7
0,0,223.11,13.4,2.3,95.4
0,0,223.652,13.5,2.2,95.5
0,0,222.976,13.4,2.3,95
0,0,222.774,13.4,2,94.4
0,0,221.29,13.1,1.8,94.5
0,0,220.209,12.8,1.5,95.8
0,0,219.595,12.6,1.9,97
0,0,213.914,11.4,2.3,97.9
0,0,214.626,11.5,2.3,98.6
0,0,215.151,11.6,2.5,98.7
10,9.90053,215.584,11.7,2.5,98.5
77.3,74.7054,214.657,11.5,1.9,98.7
200,154.733,212.603,11.3,2.1,95.3
326.1,170.113,215.783,12.5,1.7,87.2
398.9,167.327,215.402,13.3,2.1,75.8
427.3,158.013,215.566,14.1,3.2,67.1
414.6,140.394,214.686,14.5,2.5,61.2
376,102.567,214.284,14.9,2.9,56.7
295.4,65.9687,211.862,14.8,3.2,53.2
173.3,35.4804,209.263,14.8,2.4,48.8
46.2,46.2,205.728,13.6,2.5,52.4
0,0,202.202,11.3,2.4,67.1
0,0,203.303,10.4,2.3,80.6
0,0,201.157,9.6,1.8,85.2
0,0,199.752,9.1,2.2,88
0,0,198.601,8.6,1,91.7
0,0,197.257,8.1,1.5,94.9
0,0,195.825,7.7,1.4,96.3
0,0,193.896,7.4,1.5,94.4
0,0,190.972,6.8,1.9,93.7
0,0,194.293,7.5,2.3,94.2
0,0,194.394,7.6,2.4,93
0,0,198.817,8.6,2,92.4
0,0,201.212,9.1,2.4,92.6
4.7,4.67773,204.514,9.8,2.2,92.6
51.4,50.5521,204.478,9.7,3.4,94
115,111.706,207.332,10.2,3.6,95.5
109.9,108,210.26,10.8,3.6,95.6
79.7,78.8175,213.093,11.4,4,95.3
80.9,80.0188,215.062,11.8,3.5,95.3
83.2,82.2154,218.244,12.5,3.9,94.4
105.1,103.27,220.015,12.9,3.2,93.7
73.9,72.6886,219.979,12.8,2.9,95.1
71.4,67.2065,220.812,12.9,3,96.1
25,25,220.943,12.9,3,96.5
0,0,220.569,12.8,2.2,96.9
0,0,217.802,12.3,2.6,96.1
0,0,217.012,12.2,1.8,95.2
0,0,216.213,12,1.8,95.8
0,0,211.672,11,1.3,97
0,0,211.402,10.9,0.8,97.7
0,0,204.716,9.5,0.8,97.9
0,0,203.796,9.3,0.8,98
0,0,205.61,9.7,0.5,97.7
0,0,209.427,10.5,1.1,97.6
0,0,210.945,10.8,2,97.8
0,0,212.348,11.1,2.1,97.6
0,0,212.9,11.2,1.4,97.8
5.4,5.37062,213.423,11.3,1.4,97.9
46.3,45.5956,215.301,11.7,2,97.6
110.3,107.393,216.806,12.1,2.6,96.1
119.5,117.226,218.045,12.5,2.7,93.8
151.4,147.985,218.734,12.8,2.4,91.4
232.3,209.784,220.153,13.4,3.3,86.9
256,211.414,221.408,14.1,3.2,80.9
243.6,182.246,221.839,14.8,3.2,73.4
196.5,132.014,220.657,14.9,2.9,69.6
117.1,70.2755,217.148,13.9,4,72.9
32.8,32.8,214.041,12.7,3.1,79.8
0,0,211.026,11.5,2,87.6
0,0,214.406,12.1,2,88.9
0,0,215.909,12.7,2.3,84.8
0,0,215.653,12.7,2.5,84.1
0,0,216.97,12.9,2.9,85
0,0,215.956,12.6,3.6,86.3
0,0,214.749,12.1,3.8,89.9
0,0,215.726,12,3.2,94.3
0,0,216.406,12,2.7,96.4
0,0,215.782,11.9,2.9,96
0,0,216.084,12,2.8,95.4
0,0,212.836,11.4,2.8,94.5
0,0,211.794,11.2,3.1,94.3
7,7,212.218,11.3,3.2,94.1
41.3,40.7258,210.884,11,3.2,94.5
82,80.6038,211.625,11.1,3.7,95.3
93.9,92.4787,213.818,11.6,4.1,94.5
86.9,85.827,213.787,11.7,4,92.9
124.3,122.173,215.548,12.2,3.6,90.8
135.8,133.106,218.12,12.9,3.3,88.2
107.5,105.529,217.503,13,3.5,85.1
73.2,71.9637,217.57,13.3,4.3,81.3
72.9,66.6743,216.875,13.3,3.5,79.5
26.6,26.6,214.346,12.6,2.8,81.9
0,0,214.684,12.4,2.8,85.5
0,0,213.846,12,2.6,88.7
0,0,212.055,11.4,2.6,92.1
0,0,216.024,12.1,2.8,93.7
0,0,218.112,12.5,3.1,94
0,0,219.078,12.7,3.2,93.9
0,0,219.412,12.8,2.9,93.4
0,0,217.281,12.4,3.8,93
0,0,214.07,11.9,3.5,90.8
0,0,213.173,11.8,3.6,89.6
0,0,212.567,11.6,3.2,90.7
0,0,212.011,11.5,3.2,90.5
0,0,210.837,11.3,3.1,89.9
8,8,209.734,11.1,3.6,89.5
71.5,68.9394,209.779,11.2,4.8,88.2
166.9,142.37,211.538,11.8,5.1,84.9
173.9,163.028,211.272,12.1,4.7,80.2
102.2,100.699,211.785,12.7,4.8,74.1
195.1,184.899,209.939,12.7,5.7,69.7
287.6,206.145,208.157,12.9,6.3,63.6
194.9,170.563,204.011,12.5,5.9,58.9
99,96.1044,204.375,12.4,6.1,60.6
96.7,69.8181,204.247,12.2,4.9,62.3
28.3,28.3,201.592,11.6,5,62.6
0,0,201.129,11.5,4.8,62.6
0,0,200.005,11.1,3.1,64.2
0,0,200.854,10.9,3.3,68.3
0,0,201.644,10.9,4.9,70.2
0,0,199.951,10.5,4.7,70.6
0,0,198.665,10.1,6.2,72
0,0,195.127,9.1,4.8,74.7
0,0,192.738,8.3,5.1,78.1
0,0,191.455,7.8,4.5,80.9
0,0,190.142,7.3,4,83.7
0,0,187.407,6.5,4.2,86.3
0,0,186.131,6.1,4.3,87.9
0,0,183.65,5.5,4.1,88.4
10,10,180.045,4.6,3.5,89.4
88.7,80.345,184.027,5.6,3.5,88.2
219.7,133.955,188.202,7.2,4.2,79.2
331.4,139.199,191.197,8.6,4.9,70.3
405.1,131.591,191.581,9.3,4.2,63.6
437.1,117.964,192.537,10.2,3.8,56.9
421,103.54,192.464,10.8,3.8,51.5
368.1,80.0727,191.148,10.9,3.4,48.3
273.7,55.4132,190.978,10.9,3,48
154.9,25.7991,189.884,10.6,2,48.4
37.6,37.6,186.5,9.3,1.8,52.7
0,0,182.126,7.1,1.5,64
0,0,181.301,5.9,0.9,75.6
0,0,180.301,5.2,0.6,81.7
0,0,179.198,4.6,0.6,86.5
0,0,178.275,4.2,1,89.2
0,0,176.996,3.8,0.8,90.7
